resource,name,slug
magicitems,deck of illusions,deck-of-illusions-a5e
magicitems,deck of many things,deck-of-many-things-a5e
magicitems,decoy card,decoy-card
magicitems,deepchill orb,deepchill-orb
magicitems,deepstone cestus,deepstone-cestus
magicitems,defender,defender-a5e
magicitems,defensive umbrella,defensive-umbrella-a5e
magicitems,demon armor,demon-armor-a5e
magicitems,describing gremlins,describing-gremlins-a5e
magicitems,deserter's boots,deserters-boots
magicitems,devil shark mask,devil-shark-mask
magicitems,devilish doubloon,devilish-doubloon
magicitems,devil's barb,devils-barb
magicitems,devil’s eye ring,devils-eye-ring-a5e
magicitems,dial of dal,dial-of-dal-a5e
magicitems,dimensional net,dimensional-net
magicitems,dimensional shackles,dimensional-shackles-a5e
magicitems,dirgeblade,dirgeblade
magicitems,dirk of daring,dirk-of-daring
magicitems,distracting doubloon,distracting-doubloon
magicitems,djinn vessel,djinn-vessel
magicitems,doorbreaker,doorbreaker-a5e
magicitems,doppelganger ointment,doppelganger-ointment
magicitems,draconic diorama,draconic-diorama-a5e
magicitems,dragon scale mail,dragon-scale-mail-a5e
magicitems,dragon slayer,dragon-slayer-a5e
magicitems,dragonslaying lance,dragonslaying-lance-a5e
magicitems,dragonstooth blade,dragonstooth-blade
magicitems,draught of ambrosia,draught-of-ambrosia
magicitems,draught of the black owl,draught-of-the-black-owl
magicitems,dread caduceus,dread-caduceus-a5e
magicitems,dread scarab,dread-scarab
magicitems,dreamscrying bowl,dreamscrying-bowl-a5e
magicitems,dungeon delver's guide,dungeon-delvers-guide-a5e
magicitems,dust of desiccation,dust-of-desiccation
magicitems,dust of disappearance,dust-of-disappearance-a5e
magicitems,dust of dryness,dust-of-dryness-a5e
magicitems,dust of muffling,dust-of-muffling
magicitems,dust of sneezing and choking,dust-of-sneezing-and-choking-a5e
magicitems,dust of the dead,dust-of-the-dead
magicitems,dwarven plate,dwarven-plate-a5e
magicitems,dwarven thrower,dwarven-thrower-a5e
magicitems,eagle cape,eagle-cape
magicitems,earrings of the agent,earrings-of-the-agent
magicitems,earrings of the eclipse,earrings-of-the-eclipse
magicitems,earrings of the storm oyster,earrings-of-the-storm-oyster
magicitems,earth charm,earth-charm-a5e
magicitems,ebon shards,ebon-shards
magicitems,echo force,echo-force-a5e
magicitems,efficacious eyewash,efficacious-eyewash
magicitems,efficient quiver,efficient-quiver-a5e
magicitems,efreeti bottle,efreeti-bottle-a5e
magicitems,eldritch rod,eldritch-rod
magicitems,elemental gem,elemental-gem-a5e
magicitems,elemental quiver,elemental-quiver-a5e
magicitems,elemental wraps,elemental-wraps
magicitems,elixir of corruption,elixir-of-corruption
magicitems,elixir of deep slumber,elixir-of-deep-slumber
magicitems,elixir of focus,elixir-of-focus
magicitems,elixir of mimicry,elixir-of-mimicry
magicitems,elixir of oracular delirium,elixir-of-oracular-delirium
magicitems,elixir of spike skin,elixir-of-spike-skin
magicitems,elixir of the clear mind,elixir-of-the-clear-mind
magicitems,elixir of the deep,elixir-of-the-deep
magicitems,elixir of wakefulness,elixir-of-wakefulness
magicitems,elk horn rod,elk-horn-rod
magicitems,elven chain,elven-chain-a5e
magicitems,emperor’s blade,emperors-blade-a5e
magicitems,enchanted music sheet,enchanted-music-sheet-a5e
magicitems,encouraging armor,encouraging-armor
magicitems,enraging ammunition,enraging-ammunition
magicitems,ensnaring ammunition,ensnaring-ammunition
magicitems,entrenching mattock,entrenching-mattock
magicitems,esquire's rowels,esquires-rowels
magicitems,essay on efficient armor management,essay-on-efficient-armor-management-a5e
magicitems,ever-shifting map,ever-shifting-map-a5e
magicitems,everflowing bowl,everflowing-bowl
magicitems,eversmoking bottle,eversmoking-bottle-a5e
magicitems,excalibur,excalibur-a5e
magicitems,excalibur’s scabbard,excaliburs-scabbard-a5e
magicitems,explorer’s chalk,explorers-chalk-a5e
magicitems,exsanguinating blade,exsanguinating-blade
magicitems,extract of dual-mindedness,extract-of-dual-mindedness
magicitems,eye of elsewhere,eye-of-elsewhere-a5e
magicitems,eye of horus,eye-of-horus
magicitems,eye of the golden god,eye-of-the-golden-god
magicitems,eyes of charming,eyes-of-charming-a5e
magicitems,eyes of minute seeing,eyes-of-minute-seeing-a5e
magicitems,eyes of the eagle,eyes-of-the-eagle-a5e
magicitems,eyes of the outer dark,eyes-of-the-outer-dark
magicitems,eyes of the portal masters,eyes-of-the-portal-masters
magicitems,faerie love letter,faerie-love-letter-a5e
magicitems,family scrapbook,family-scrapbook-a5e
magicitems,fan of whispering,fan-of-whispering-a5e
magicitems,fanged mask,fanged-mask
magicitems,farhealing bandages,farhealing-bandages
magicitems,fathomer’s ring,fathomers-ring-a5e
magicitems,fear-eater's mask,fear-eaters-mask
magicitems,feather token,feather-token-a5e
magicitems,fellforged armor,fellforged-armor
magicitems,fellow candlestick,fellow-candlestick-a5e
magicitems,ferryman's coins,ferrymans-coins
magicitems,feysworn contract,feysworn-contract
magicitems,fiendish charter,fiendish-charter
magicitems,figurehead of prowess,figurehead-of-prowess
magicitems,figurine of shared affliction,figurine-of-shared-affliction-a5e
magicitems,figurine of wondrous power,figurine-of-wondrous-power-a5e
magicitems,finder gremlin,finder-gremlin-a5e
magicitems,fire charm,fire-charm-a5e
magicitems,firebird feather,firebird-feather
magicitems,fizzy lifter,fizzy-lifter-a5e
magicitems,fizzy rocks,fizzy-rocks-a5e
magicitems,flag of the cursed fleet,flag-of-the-cursed-fleet
magicitems,flame tongue,flame-tongue-a5e
magicitems,flash bullet,flash-bullet
magicitems,flask of epiphanies,flask-of-epiphanies
magicitems,flask of inebriation,flask-of-inebriation-a5e
magicitems,fleshspurned mask,fleshspurned-mask
magicitems,fletcher's retort gloves,fletchers-retort-gloves
magicitems,flicker dagger,flicker-dagger-a5e
magicitems,flood charm,flood-charm
magicitems,flute of saurian summoning,flute-of-saurian-summoning
magicitems,fly whisk of authority,fly-whisk-of-authority
magicitems,focusing eye,focusing-eye-a5e
magicitems,fog stone,fog-stone
magicitems,folding boat,folding-boat-a5e
magicitems,fool's hat,fools-hat-a5e
magicitems,forgefire hammer,forgefire-hammer
magicitems,fountmail,fountmail
magicitems,freerunner rod,freerunner-rod
magicitems,friendly joybuzzer,friendly-joybuzzer-a5e
magicitems,frost brand,frost-brand-a5e
magicitems,frost giant’s plate,frost-giants-plate-a5e
magicitems,frost pellet,frost-pellet
magicitems,frostfire lantern,frostfire-lantern
magicitems,frungilator,frungilator
magicitems,fulminar bracers,fulminar-bracers
magicitems,gale javelin,gale-javelin
magicitems,gallow hand,gallow-hand-a5e
magicitems,garments of winter's knight,garments-of-winters-knight
magicitems,gauntlet of dominion,gauntlet-of-dominion-a5e
magicitems,gauntlet of the iron sphere,gauntlet-of-the-iron-sphere
magicitems,gauntlets of ogre power,gauntlets-of-ogre-power-a5e
magicitems,gauntlets of summer,gauntlets-of-summer-a5e
magicitems,gazebo of shade and shelter,gazebo-of-shade-and-shelter
magicitems,gem of brightness,gem-of-brightness-a5e
magicitems,gem of seeing,gem-of-seeing-a5e
magicitems,ghost barding,ghost-barding
magicitems,ghost dragon horn,ghost-dragon-horn
magicitems,ghost metal axe,ghost-metal-axe-a5e
magicitems,ghost thread,ghost-thread
magicitems,ghoul light,ghoul-light
magicitems,ghoulbane oil,ghoulbane-oil
magicitems,ghoulbane rod,ghoulbane-rod
magicitems,giant slayer,giant-slayer-a5e
magicitems,giantstrike cestus,giantstrike-cestus
magicitems,giggling orb,giggling-orb
magicitems,girdle of traveling alchemy,girdle-of-traveling-alchemy
magicitems,glamour rings,glamour-rings
magicitems,glamoured padded leather,glamoured-padded-leather-a5e
magicitems,glamoured studded leather,glamoured-studded-leather
magicitems,glass ring,glass-ring-a5e
magicitems,glass wand of leng,glass-wand-of-leng
magicitems,glasses of rodentius,glasses-of-rodentius-a5e
magicitems,glazed blade,glazed-blade
magicitems,gliding cloak,gliding-cloak
magicitems,gloam bread,gloam-bread-a5e
magicitems,gloomflower corsage,gloomflower-corsage
magicitems,glory’s glaive,glorys-glaive-a5e
magicitems,glove of swift return,glove-of-swift-return-a5e
magicitems,gloves of missile snaring,gloves-of-missile-snaring-a5e
magicitems,gloves of swimming and climbing,gloves-of-swimming-and-climbing-a5e
magicitems,gloves of the magister,gloves-of-the-magister
magicitems,gloves of the walking shade,gloves-of-the-walking-shade
magicitems,gnawing spear,gnawing-spear
magicitems,goblin mask,goblin-mask-a5e
magicitems,goblin shield,goblin-shield
magicitems,goggles of firesight,goggles-of-firesight
magicitems,goggles of night,goggles-of-night-a5e
magicitems,goggles of shade,goggles-of-shade
magicitems,golden bolt,golden-bolt
magicitems,golden chain shirt,golden-chain-shirt-a5e
magicitems,gong of alarm,gong-of-alarm-a5e
magicitems,gorgon scale,gorgon-scale
magicitems,gossip earring,gossip-earring-a5e
magicitems,"gram, the sword of grief",gram-the-sword-of-grief-a5e
magicitems,granny wax,granny-wax
magicitems,grappling gun,grappling-gun-a5e
magicitems,grasping cap,grasping-cap
magicitems,grasping cloak,grasping-cloak
magicitems,grasping shield,grasping-shield
magicitems,grave reagent,grave-reagent
magicitems,grave ward armor,grave-ward-armor
magicitems,greater potion of troll blood,greater-potion-of-troll-blood
magicitems,green mantle,green-mantle
magicitems,green scale shield,green-scale-shield-a5e
magicitems,gremlin translator,gremlin-translator-a5e
magicitems,gremlin's paw,gremlins-paw
magicitems,grifter's deck,grifters-deck
magicitems,grim escutcheon,grim-escutcheon
magicitems,gritless grease,gritless-grease
magicitems,guide to respecting social mores,guide-to-respecting-social-mores-a5e
magicitems,hair fuses,hair-fuses-a5e
magicitems,hair pick of protection,hair-pick-of-protection
magicitems,hallowed effigy,hallowed-effigy
magicitems,hallucinatory dust,hallucinatory-dust
magicitems,hammer of decrees,hammer-of-decrees
magicitems,hammer of throwing,hammer-of-throwing
magicitems,hammer of thunderbolts,hammer-of-thunderbolts-a5e
magicitems,hamper of gwyddno garanhir & knife of llawfrodedd the horseman,hamper-of-gwyddno-garanhir-and-knife-of-llawfrodedd-the-horseman-a5e
magicitems,hand of the night,hand-of-the-night-a5e
magicitems,handy halter,handy-halter-a5e
magicitems,handy haversack,handy-haversack-a5e
magicitems,handy scroll quiver,handy-scroll-quiver
magicitems,hangman's noose,hangmans-noose
magicitems,hardening polish,hardening-polish
magicitems,harlequin's cards,harlequins-cards-a5e
magicitems,harmonizing instrument,harmonizing-instrument
magicitems,harvest,harvest-a5e
magicitems,hat of disguise,hat-of-disguise-a5e
magicitems,hat of grand entrances,hat-of-grand-entrances-a5e
magicitems,hat of mental acuity,hat-of-mental-acuity
magicitems,hazelwood wand,hazelwood-wand
magicitems,headband of intellect,headband-of-intellect-a5e
magicitems,headdress of majesty,headdress-of-majesty
magicitems,headrest of the cattle queens,headrest-of-the-cattle-queens
magicitems,headscarf of the oasis,headscarf-of-the-oasis
magicitems,healthful honeypot,healthful-honeypot
magicitems,heartbreak's dagger,heartbreaks-dagger-a5e
magicitems,heartglow lantern,heartglow-lantern
magicitems,heat stone,heat-stone
magicitems,heaven's roof ring,heavens-roof-ring-a5e
magicitems,heliotrope heart,heliotrope-heart
magicitems,hellfire armor,hellfire-armor
magicitems,helm of brilliance,helm-of-brilliance-a5e
magicitems,helm of comprehending languages,helm-of-comprehending-languages-a5e
magicitems,helm of telepathy,helm-of-telepathy-a5e
magicitems,helm of teleportation,helm-of-teleportation-a5e
magicitems,helm of the slashing fin,helm-of-the-slashing-fin
magicitems,hewer's draught,hewers-draught
magicitems,hexen blade,hexen-blade
magicitems,hidden armament,hidden-armament
magicitems,holy avenger,holy-avenger-a5e
magicitems,holy verdant bat droppings,holy-verdant-bat-droppings
magicitems,honey buckle,honey-buckle
magicitems,honey lamp,honey-lamp
magicitems,honey of the warped wildflowers,honey-of-the-warped-wildflowers
magicitems,honey trap,honey-trap
magicitems,honeypot of awakening,honeypot-of-awakening
magicitems,hopeful slippers,hopeful-slippers-a5e
magicitems,hope's final light,hopes-final-light-a5e
magicitems,horn of blasting,horn-of-blasting-a5e
magicitems,horn of valhalla,horn-of-valhalla-a5e
magicitems,horseshoes of a zephyr,horseshoes-of-a-zephyr-a5e
magicitems,horseshoes of speed,horseshoes-of-speed-a5e
magicitems,how to make fiends and influence people,how-to-make-fiends-and-influence-people-a5e
magicitems,howling rod,howling-rod
magicitems,humble cudgel of temperance,humble-cudgel-of-temperance
magicitems,humour realignment transfiguration,humour-realignment-transfiguration-a5e
magicitems,hungry quasit,hungry-quasit-a5e
magicitems,hunter's charm,hunters-charm
magicitems,hunter's quiver,hunters-quiver-a5e
magicitems,ice riders,ice-riders-a5e
magicitems,iceblink,iceblink
magicitems,idol of light,idol-of-light-a5e
magicitems,immovable rod,immovable-rod-a5e
magicitems,impact club,impact-club
magicitems,impaling weapon,impaling-weapon
magicitems,impossible cube,impossible-cube-a5e
magicitems,incense of recovery,incense-of-recovery
magicitems,infernal carapace,infernal-carapace-a5e
magicitems,inkpot of the thrifty apprentice,inkpot-of-the-thrifty-apprentice-a5e
magicitems,inspiring pahu,inspiring-pahu-a5e
magicitems,instant fortress,instant-fortress-a5e
magicitems,instrument of irresistible symphonies,instrument-of-irresistible-symphonies-a5e
magicitems,interplanar paint,interplanar-paint
magicitems,ioun stone,ioun-stone-a5e
magicitems,iron bands of binding,iron-bands-of-binding-a5e
magicitems,iron flask,iron-flask-a5e
magicitems,iron foe mace,iron-foe-mace-a5e
magicitems,ironskin oil,ironskin-oil
magicitems,ironweed rope,ironweed-rope-a5e
magicitems,ivory knights,ivory-knights-a5e
magicitems,ivy crown of prophecy,ivy-crown-of-prophecy
magicitems,jade tiger,jade-tiger-a5e
magicitems,járngreipr,jarngreipr-a5e
magicitems,jarred brain,jarred-brain-a5e
magicitems,javelin of lightning,javelin-of-lightning-a5e
magicitems,javelin of teleportation,javelin-of-teleportation
magicitems,jeweler's anvil,jewelers-anvil
magicitems,jungle mess kit,jungle-mess-kit
magicitems,justicar's mask,justicars-mask
magicitems,keffiyeh of serendipitous escape,keffiyeh-of-serendipitous-escape
magicitems,knight-sergeant's surcoat,knight-sergeants-surcoat
magicitems,knockabout billet,knockabout-billet
magicitems,kobold firework,kobold-firework
magicitems,kraken clutch ring,kraken-clutch-ring
magicitems,kraken scale,kraken-scale-a5e
magicitems,kyshaarth's fang,kyshaarths-fang
magicitems,labyrs of the raging bull,labyrs-of-the-raging-bull
magicitems,lævateinn,laevateinn-a5e
magicitems,language pyramid,language-pyramid
magicitems,lantern of auspex,lantern-of-auspex
magicitems,lantern of judgment,lantern-of-judgment
magicitems,lantern of revealing,lantern-of-revealing-a5e
magicitems,lantern of selective illumination,lantern-of-selective-illumination
magicitems,larkmail,larkmail
magicitems,last chance quiver,last-chance-quiver
magicitems,leaf-bladed sword,leaf-bladed-sword
magicitems,legerdemain gloves,legerdemain-gloves-a5e
magicitems,leonino wings,leonino-wings
magicitems,letter-lift paper,letter-lift-paper-a5e
magicitems,library scarf,library-scarf-a5e
magicitems,life-catching portrait,life-catching-portrait-a5e
magicitems,lifeblood gear,lifeblood-gear
magicitems,lightning rod,lightning-rod
magicitems,linguist's cap,linguists-cap
magicitems,liquid courage,liquid-courage
magicitems,liquid luck,liquid-luck-a5e
magicitems,liquid shadow,liquid-shadow
magicitems,listening quills,listening-quills-a5e
magicitems,living juggernaut,living-juggernaut
magicitems,living stake,living-stake
magicitems,lockbreaker,lockbreaker
magicitems,locket of dragon vitality,locket-of-dragon-vitality
magicitems,locket of remembrance,locket-of-remembrance
magicitems,lockpicks of memory,lockpicks-of-memory-a5e
magicitems,locksmith's oil,locksmiths-oil
magicitems,lodestone caltrops,lodestone-caltrops
magicitems,long fang of the moon,long-fang-of-the-moon-a5e
magicitems,loom of fate,loom-of-fate
magicitems,luck blade,luck-blade-a5e
magicitems,lucky charm of the monkey king,lucky-charm-of-the-monkey-king
magicitems,lucky coin,lucky-coin
magicitems,lucky eyepatch,lucky-eyepatch
magicitems,lucky halfling foot,lucky-halfling-foot-a5e
magicitems,luminescent gum,luminescent-gum-a5e
magicitems,lupine crown,lupine-crown
magicitems,luring perfume,luring-perfume
magicitems,mace of disruption,mace-of-disruption-a5e
magicitems,mace of smiting,mace-of-smiting-a5e
magicitems,mace of terror,mace-of-terror-a5e
magicitems,madam yolanda’s prison,madam-yolandas-prison-a5e
magicitems,magic mirror,magic-mirror-a5e
magicitems,magma mantle,magma-mantle
magicitems,maiden's tears,maidens-tears
magicitems,mail of the sword master,mail-of-the-sword-master
magicitems,manticore's tail,manticores-tail
magicitems,mantle of blood vengeance,mantle-of-blood-vengeance
magicitems,mantle of spell resistance,mantle-of-spell-resistance-a5e
magicitems,mantle of the forest lord,mantle-of-the-forest-lord
magicitems,mantle of the lion,mantle-of-the-lion
magicitems,mantle of the void,mantle-of-the-void
magicitems,manual of bodily health,manual-of-bodily-health-a5e
magicitems,manual of exercise,manual-of-exercise
magicitems,manual of gainful exercise,manual-of-gainful-exercise-a5e
magicitems,manual of golems,manual-of-golems
magicitems,manual of guardians,manual-of-guardians-a5e
magicitems,manual of quickness of action,manual-of-quickness-of-action-a5e
magicitems,manual of the lesser golem,manual-of-the-lesser-golem
magicitems,manual of vine golem,manual-of-vine-golem
magicitems,mapping ink,mapping-ink
magicitems,marble of direction,marble-of-direction-a5e
magicitems,marvelous clockwork mallard,marvelous-clockwork-mallard
magicitems,marvelous pigments,marvelous-pigments-a5e
magicitems,masher basher,masher-basher
magicitems,mask of anonymity,mask-of-anonymity-a5e
magicitems,mask of relentless fury,mask-of-relentless-fury-a5e
magicitems,mask of the leaping gazelle,mask-of-the-leaping-gazelle
magicitems,mask of the war chief,mask-of-the-war-chief
magicitems,mask of the white stag,mask-of-the-white-stag-a5e
magicitems,master angler's tackle,master-anglers-tackle
magicitems,maternal cameo,maternal-cameo-a5e
magicitems,matryoshka dolls,matryoshka-dolls
magicitems,mayhem mask,mayhem-mask
magicitems,medal of valor,medal-of-valor
magicitems,medallion of thoughts,medallion-of-thoughts-a5e
magicitems,medic's sash,medics-sash
magicitems,megingjörð,megingjord-a5e
magicitems,memory leaf,memory-leaf-a5e
magicitems,memory philter,memory-philter
magicitems,mender's mark,menders-mark
magicitems,message stones,message-stones-a5e
magicitems,message whistle,message-whistle-a5e
magicitems,meteoric plate,meteoric-plate
magicitems,meteorological map,meteorological-map-a5e
magicitems,midir's trident,midirs-trident-a5e
magicitems,midnight pearls,midnight-pearls-a5e
magicitems,mindblade,mindblade-a5e
magicitems,mindrazor,mindrazor-a5e
magicitems,minor minstrel,minor-minstrel
magicitems,mirror of eavesdropping,mirror-of-eavesdropping
magicitems,mirror of life trapping,mirror-of-life-trapping-a5e
magicitems,mirror shield,mirror-shield-a5e
magicitems,mirrored armor,mirrored-armor
magicitems,mithral armor,mithral-armor
magicitems,mjölnir,mjolnir-a5e
magicitems,mnemonic fob,mnemonic-fob
magicitems,mock box,mock-box
magicitems,molten hellfire armor,molten-hellfire-armor
magicitems,momentblade,momentblade
magicitems,mongrelmaker's handbook,mongrelmakers-handbook
magicitems,monkey's paw of fortune,monkeys-paw-of-fortune
magicitems,moon through the trees,moon-through-the-trees
magicitems,moonfield lens,moonfield-lens
magicitems,moonsteel weapon,moonsteel-weapon
magicitems,mordant blade,mordant-blade
magicitems,mountain hewer,mountain-hewer
magicitems,mountaineer's crossbow,mountaineers-crossbow
magicitems,mourning medallion,mourning-medallion-a5e
magicitems,muffled armor,muffled-armor
magicitems,mug of merry drinking,mug-of-merry-drinking
magicitems,mug of warming,mug-of-warming-a5e
magicitems,murderous straight razor,murderous-straight-razor-a5e
magicitems,mutineer's blade,mutineers-blade
magicitems,nameless cults,nameless-cults
magicitems,nautilus,nautilus-a5e
magicitems,necklace of adaptation,necklace-of-adaptation-a5e
magicitems,necklace of fireballs,necklace-of-fireballs-a5e
magicitems,necklace of hunger,necklace-of-hunger-a5e
magicitems,necklace of prayer beads,necklace-of-prayer-beads-a5e
magicitems,necromantic ink,necromantic-ink
magicitems,neutralizing bead,neutralizing-bead
magicitems,nine lives stealer,nine-lives-stealer-a5e
magicitems,ninefold swarmdagger,ninefold-swarmdagger
magicitems,nithing pole,nithing-pole
magicitems,nullifier's lexicon,nullifiers-lexicon
magicitems,oakwood wand,oakwood-wand
magicitems,oathbow,oathbow-a5e
magicitems,obsidian butterfly knife,obsidian-butterfly-knife-a5e
magicitems,octopus bracers,octopus-bracers
magicitems,oculi of the ancestor,oculi-of-the-ancestor
magicitems,odd bodkin,odd-bodkin
magicitems,odorless oil,odorless-oil
magicitems,ogre's pot,ogres-pot
magicitems,oil of concussion,oil-of-concussion
magicitems,oil of cosmetic enhancement,oil-of-cosmetic-enhancement-a5e
magicitems,oil of defoliation,oil-of-defoliation
magicitems,oil of etherealness,oil-of-etherealness-a5e
magicitems,oil of extreme bludgeoning,oil-of-extreme-bludgeoning
magicitems,oil of numbing,oil-of-numbing
magicitems,oil of sharpening,oil-of-sharpening
magicitems,oil of sharpness,oil-of-sharpness-a5e
magicitems,oil of slipperiness,oil-of-slipperiness-a5e
magicitems,oni mask,oni-mask
magicitems,opera-goer’s guise,opera-goers-guise-a5e
magicitems,opus maleficarum,opus-maleficarum-a5e
magicitems,oracle charm,oracle-charm
magicitems,orb of chaotic assault,orb-of-chaotic-assault-a5e
magicitems,orb of dragonkind,orb-of-dragonkind-a5e
magicitems,orb of elsewhere,orb-of-elsewhere-a5e
magicitems,orb of enthralling patterns,orb-of-enthralling-patterns
magicitems,orb of obfuscation,orb-of-obfuscation
magicitems,orb of the dragon breaker,orb-of-the-dragon-breaker-a5e
magicitems,organizer gremlin,organizer-gremlin-a5e
magicitems,osseous plate,osseous-plate-a5e
magicitems,osseous warhammer,osseous-warhammer-a5e
magicitems,ouroboros amulet,ouroboros-amulet
magicitems,pact paper,pact-paper
magicitems,paired gauntlets of striking,paired-gauntlets-of-striking
magicitems,paramour’s daisy,paramours-daisy-a5e
magicitems,parasol of temperate weather,parasol-of-temperate-weather
magicitems,parasol of the blade,parasol-of-the-blade-a5e
magicitems,pavilion of dreams,pavilion-of-dreams
magicitems,pearl of diving,pearl-of-diving
magicitems,pearl of power,pearl-of-power-a5e
magicitems,perdita ravenwing’s true name,perdita-ravenwings-true-name-a5e
magicitems,perfect disguise,perfect-disguise-a5e
magicitems,perfume vile,perfume-vile-a5e
magicitems,periapt of eldritch knowledge,periapt-of-eldritch-knowledge
magicitems,periapt of health,periapt-of-health-a5e
magicitems,periapt of proof against lies,periapt-of-proof-against-lies
magicitems,periapt of proof against poison,periapt-of-proof-against-poison-a5e
magicitems,periapt of wound closure,periapt-of-wound-closure-a5e
magicitems,pestilent spear,pestilent-spear
magicitems,phase arrow,phase-arrow
magicitems,phase mirror,phase-mirror
magicitems,phidjetz spinner,phidjetz-spinner
magicitems,philter of love,philter-of-love-a5e
magicitems,philter of luck,philter-of-luck
magicitems,phoenix ember,phoenix-ember
magicitems,phoenix-feather cap,phoenix-feather-cap-a5e
magicitems,pick of ice breaking,pick-of-ice-breaking
magicitems,pipes of haunting,pipes-of-haunting-a5e
magicitems,pipes of madness,pipes-of-madness
magicitems,pipes of the sewers,pipes-of-the-sewers-a5e
magicitems,pistol of the umbral court,pistol-of-the-umbral-court
magicitems,plague doctor's mask,plague-doctors-mask-a5e
magicitems,plate armor of etherealness,plate-armor-of-etherealness-a5e
magicitems,plumb of the elements,plumb-of-the-elements
magicitems,plunderer's sea chest,plunderers-sea-chest
magicitems,pocket oasis,pocket-oasis
magicitems,pocket spark,pocket-spark
magicitems,poison breath bottle,poison-breath-bottle-a5e
magicitems,poison strand,poison-strand
magicitems,poisoner’s almanac,poisoners-almanac-a5e
magicitems,portable hole,portable-hole-a5e
magicitems,portraiture gremlin,portraiture-gremlin-a5e
magicitems,potent cure-all,potent-cure-all
magicitems,potion belt,potion-belt
magicitems,potion of air breathing,potion-of-air-breathing
magicitems,potion of animal friendship,potion-of-animal-friendship-a5e
magicitems,potion of bad taste,potion-of-bad-taste
magicitems,potion of bouncing,potion-of-bouncing
magicitems,potion of buoyancy,potion-of-buoyancy
magicitems,potion of clairvoyance,potion-of-clairvoyance-a5e
magicitems,potion of climbing,potion-of-climbing-a5e
magicitems,potion of diminution,potion-of-diminution-a5e
magicitems,potion of dire cleansing,potion-of-dire-cleansing
magicitems,potion of ebbing strength,potion-of-ebbing-strength
magicitems,potion of effulgence,potion-of-effulgence
magicitems,potion of empowering truth,potion-of-empowering-truth
magicitems,potion of flying,potion-of-flying-a5e
magicitems,potion of freezing fog,potion-of-freezing-fog
magicitems,potion of gaseous form,potion-of-gaseous-form-a5e
magicitems,potion of giant strength,potion-of-giant-strength-a5e
magicitems,potion of growth,potion-of-growth-a5e
magicitems,potion of healing,potion-of-healing-a5e
magicitems,potion of heroism,potion-of-heroism-a5e
magicitems,potion of infinite possibilities,potion-of-infinite-possibilities
magicitems,potion of invisibility,potion-of-invisibility-a5e
magicitems,potion of malleability,potion-of-malleability
magicitems,potion of mind reading,potion-of-mind-reading-a5e
magicitems,potion of poison,potion-of-poison-a5e
magicitems,potion of resistance,potion-of-resistance-a5e
magicitems,potion of sand form,potion-of-sand-form
magicitems,potion of skating,potion-of-skating
magicitems,potion of speed,potion-of-speed-a5e
magicitems,potion of transparency,potion-of-transparency
magicitems,potion of water breathing,potion-of-water-breathing-a5e
magicitems,potion of worg form,potion-of-worg-form
magicitems,pouch of emergency healing,pouch-of-emergency-healing-a5e
magicitems,pouch of runestones,pouch-of-runestones
magicitems,prayer mat,prayer-mat
magicitems,preserved imp’s head,preserved-imps-head-a5e
magicitems,primal doom,primal-doom
magicitems,primordial scale,primordial-scale
magicitems,prismatic gown,prismatic-gown-a5e
magicitems,prospecting compass,prospecting-compass
magicitems,prospector's pick,prospectors-pick-a5e
magicitems,protean needlepoint,protean-needlepoint-a5e
magicitems,pumpkin bomb,pumpkin-bomb-a5e
magicitems,quick canoe paddle,quick-canoe-paddle-a5e
magicitems,quick-change mirror,quick-change-mirror
magicitems,quill of scribing,quill-of-scribing
magicitems,quilted bridge,quilted-bridge
magicitems,quiver of the hunt,quiver-of-the-hunt-a5e
magicitems,radiance bomb,radiance-bomb
magicitems,radiant bracers,radiant-bracers
magicitems,radiant libram,radiant-libram
magicitems,raiment of the devouring king,raiment-of-the-devouring-king-a5e
magicitems,rain of chaos,rain-of-chaos
magicitems,rainbow extract,rainbow-extract
magicitems,ravager's axe,ravagers-axe
magicitems,recondite shield,recondite-shield
magicitems,recording book,recording-book
magicitems,red cloak of riding,red-cloak-of-riding-a5e
magicitems,reef splitter,reef-splitter
magicitems,reloader gremlin,reloader-gremlin-a5e
magicitems,relocation cable,relocation-cable
magicitems,resolute bracer,resolute-bracer
magicitems,restorative ointment,restorative-ointment-a5e
magicitems,retribution armor,retribution-armor
magicitems,revenant's shawl,revenants-shawl
magicitems,rhinam life gem,rhinam-life-gem-a5e
magicitems,rift orb,rift-orb
magicitems,ring of animal influence,ring-of-animal-influence-a5e
magicitems,ring of arcane adjustment,ring-of-arcane-adjustment
magicitems,ring of battered courage,ring-of-battered-courage-a5e
magicitems,ring of bravado,ring-of-bravado
magicitems,ring of deceiver's warning,ring-of-deceivers-warning
magicitems,ring of djinni summoning,ring-of-djinni-summoning-a5e
magicitems,ring of dragon's discernment,ring-of-dragons-discernment
magicitems,ring of elemental command,ring-of-elemental-command-a5e
magicitems,ring of evasion,ring-of-evasion-a5e
magicitems,ring of feather falling,ring-of-feather-falling-a5e
magicitems,ring of featherweight weapons,ring-of-featherweight-weapons
magicitems,ring of free action,ring-of-free-action-a5e
magicitems,ring of giant mingling,ring-of-giant-mingling
magicitems,ring of hoarded life,ring-of-hoarded-life
magicitems,ring of imperious command,ring-of-imperious-command
magicitems,ring of inspiration storing,ring-of-inspiration-storing-a5e
